,date,team_name,games,minutes,field_goals,field_goal_attempts,field_goal_percentage,three_points,three_point_attempts,three_point_percentage,two_points,two_point_attempts,two_point_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turn_overs,personal_fouls,points
0,2017-10-18,Houston Rockets,1,240,47,97,0.485,15,41,0.366,32,56,0.571,13,19,0.684,10,33,43,28,9,12,16,122
1,2017-10-18,Golden State Warriors,1,240,43,80,0.538,16,30,0.533,27,50,0.54,19,21,0.905,6,35,41,34,5,17,25,121
2,2017-10-18,Cleveland Cavaliers,1,240,38,83,0.458,5,22,0.227,33,61,0.541,21,25,0.84,9,41,50,19,3,17,25,102
3,2017-10-18,Boston Celtics,1,240,36,88,0.409,8,32,0.25,28,56,0.5,19,25,0.76,9,37,46,24,11,10,24,99
4,2017-10-19,Indiana Pacers,1,240,53,102,0.52,9,34,0.265,44,68,0.647,25,32,0.781,14,33,47,29,12,14,25,140
5,2017-10-19,Brooklyn Nets,1,240,45,94,0.479,12,30,0.4,33,64,0.516,29,32,0.906,11,32,43,22,7,20,25,131
6,2017-10-19,Portland Trail Blazers,1,240,44,90,0.489,14,24,0.583,30,66,0.455,22,28,0.786,15,42,57,22,8,16,20,124
7,2017-10-19,Golden State Warriors,1,240,43,80,0.538,16,30,0.533,27,50,0.54,19,21,0.905,6,35,41,34,5,17,25,121
8,2017-10-19,Washington Wizards,1,240,42,97,0.433,6,22,0.273,36,75,0.48,30,38,0.789,16,36,52,21,8,9,20,120
9,2017-10-19,Atlanta Hawks,1,240,48,94,0.511,9,18,0.5,39,76,0.513,12,15,0.8,14,36,50,20,11,13,18,117
10,2017-10-19,Orlando Magic,1,240,43,90,0.478,8,21,0.381,35,69,0.507,22,29,0.759,11,39,50,22,8,14,18,116
11,2017-10-19,Philadelphia 76ers,1,240,43,93,0.462,15,35,0.429,28,58,0.483,14,19,0.737,11,37,48,25,6,17,28,115
12,2017-10-19,Houston Rockets,2,480,80,180,0.444,27,86,0.314,53,94,0.564,40,48,0.833,22,65,87,47,16,26,30,227
13,2017-10-19,Dallas Mavericks,1,240,38,86,0.442,17,45,0.378,21,41,0.512,18,21,0.857,9,32,41,27,5,15,19,111
14,2017-10-19,Miami Heat,1,240,44,101,0.436,8,30,0.267,36,71,0.507,13,17,0.765,11,33,44,27,6,13,20,109
15,2017-10-19,Milwaukee Bucks,1,240,38,76,0.5,7,21,0.333,31,55,0.564,25,30,0.833,6,39,45,19,6,15,22,108
16,2017-10-19,San Antonio Spurs,1,240,41,89,0.461,8,21,0.381,33,68,0.485,17,19,0.895,12,38,50,22,8,11,18,107
17,2017-10-19,Utah Jazz,1,240,41,81,0.506,9,24,0.375,32,57,0.561,15,16,0.938,6,30,36,28,9,15,18,106
18,2017-10-19,Memphis Grizzlies,1,240,39,92,0.424,9,29,0.31,30,63,0.476,16,28,0.571,15,30,45,19,9,11,29,103
19,2017-10-19,Detroit Pistons,1,240,41,96,0.427,9,26,0.346,32,70,0.457,11,12,0.917,9,38,47,24,14,8,21,102
20,2017-10-19,Cleveland Cavaliers,1,240,38,83,0.458,5,22,0.227,33,61,0.541,21,25,0.84,9,41,50,19,3,17,25,102
21,2017-10-19,Sacramento Kings,1,240,42,88,0.477,8,23,0.348,34,65,0.523,8,10,0.8,9,33,42,19,5,17,20,100
22,2017-10-19,Boston Celtics,2,480,75,179,0.419,19,60,0.317,56,119,0.471,30,46,0.652,20,69,89,47,23,22,51,199
23,2017-10-19,Minnesota Timberwolves,1,240,37,85,0.435,8,19,0.421,29,66,0.439,17,23,0.739,11,31,42,23,7,13,16,99
24,2017-10-19,Denver Nuggets,1,240,36,77,0.468,13,27,0.481,23,50,0.46,11,12,0.917,7,31,38,21,4,20,18,96
25,2017-10-19,New Orleans Pelicans,1,240,30,79,0.38,7,25,0.28,23,54,0.426,24,29,0.828,16,35,51,15,4,17,31,91
26,2017-10-19,Charlotte Hornets,1,240,29,73,0.397,9,30,0.3,20,43,0.465,23,29,0.793,3,44,47,16,4,17,15,90
27,2017-10-19,Phoenix Suns,1,240,28,89,0.315,7,27,0.259,21,62,0.339,13,18,0.722,10,23,33,10,9,16,22,76
28,2017-10-20,Indiana Pacers,1,240,53,102,0.52,9,34,0.265,44,68,0.647,25,32,0.781,14,33,47,29,12,14,25,140
29,2017-10-20,Brooklyn Nets,1,240,45,94,0.479,12,30,0.4,33,64,0.516,29,32,0.906,11,32,43,22,7,20,25,131
30,2017-10-20,Portland Trail Blazers,1,240,44,90,0.489,14,24,0.583,30,66,0.455,22,28,0.786,15,42,57,22,8,16,20,124
31,2017-10-20,Golden State Warriors,1,240,43,80,0.538,16,30,0.533,27,50,0.54,19,21,0.905,6,35,41,34,5,17,25,121
32,2017-10-20,Washington Wizards,1,240,42,97,0.433,6,22,0.273,36,75,0.48,30,38,0.789,16,36,52,21,8,9,20,120
33,2017-10-20,Atlanta Hawks,1,240,48,94,0.511,9,18,0.5,39,76,0.513,12,15,0.8,14,36,50,20,11,13,18,117
34,2017-10-20,Toronto Raptors,1,240,39,83,0.47,13,29,0.448,26,54,0.481,26,28,0.929,13,36,49,26,10,17,19,117
35,2017-10-20,Orlando Magic,1,240,43,90,0.478,8,21,0.381,35,69,0.507,22,29,0.759,11,39,50,22,8,14,18,116
36,2017-10-20,Philadelphia 76ers,1,240,43,93,0.462,15,35,0.429,28,58,0.483,14,19,0.737,11,37,48,25,6,17,28,115
37,2017-10-20,Houston Rockets,2,480,80,180,0.444,27,86,0.314,53,94,0.564,40,48,0.833,22,65,87,47,16,26,30,227
38,2017-10-20,Dallas Mavericks,1,240,38,86,0.442,17,45,0.378,21,41,0.512,18,21,0.857,9,32,41,27,5,15,19,111
39,2017-10-20,Miami Heat,1,240,44,101,0.436,8,30,0.267,36,71,0.507,13,17,0.765,11,33,44,27,6,13,20,109
40,2017-10-20,Milwaukee Bucks,1,240,38,76,0.5,7,21,0.333,31,55,0.564,25,30,0.833,6,39,45,19,6,15,22,108
41,2017-10-20,Los Angeles Clippers,1,240,42,107,0.393,12,33,0.364,30,74,0.405,12,13,0.923,17,42,59,23,12,14,20,108
42,2017-10-20,San Antonio Spurs,1,240,41,89,0.461,8,21,0.381,33,68,0.485,17,19,0.895,12,38,50,22,8,11,18,107
43,2017-10-20,Utah Jazz,1,240,41,81,0.506,9,24,0.375,32,57,0.561,15,16,0.938,6,30,36,28,9,15,18,106
44,2017-10-20,Oklahoma City Thunder,1,240,39,90,0.433,11,38,0.289,28,52,0.538,16,22,0.727,13,28,41,26,14,18,22,105
45,2017-10-20,Memphis Grizzlies,1,240,39,92,0.424,9,29,0.31,30,63,0.476,16,28,0.571,15,30,45,19,9,11,29,103
46,2017-10-20,Detroit Pistons,1,240,41,96,0.427,9,26,0.346,32,70,0.457,11,12,0.917,9,38,47,24,14,8,21,102
47,2017-10-20,Cleveland Cavaliers,1,240,38,83,0.458,5,22,0.227,33,61,0.541,21,25,0.84,9,41,50,19,3,17,25,102
48,2017-10-20,Sacramento Kings,1,240,42,88,0.477,8,23,0.348,34,65,0.523,8,10,0.8,9,33,42,19,5,17,20,100
49,2017-10-20,Chicago Bulls,1,240,37,89,0.416,10,32,0.313,27,57,0.474,16,19,0.842,10,29,39,22,7,19,23,100
50,2017-10-20,Boston Celtics,2,480,75,179,0.419,19,60,0.317,56,119,0.471,30,46,0.652,20,69,89,47,23,22,51,199
51,2017-10-20,Minnesota Timberwolves,1,240,37,85,0.435,8,19,0.421,29,66,0.439,17,23,0.739,11,31,42,23,7,13,16,99
52,2017-10-20,Denver Nuggets,1,240,36,77,0.468,13,27,0.481,23,50,0.46,11,12,0.917,7,31,38,21,4,20,18,96
53,2017-10-20,Los Angeles Lakers,1,240,37,91,0.407,4,16,0.25,33,75,0.44,14,23,0.609,12,40,52,21,8,19,15,92
54,2017-10-20,New Orleans Pelicans,1,240,30,79,0.38,7,25,0.28,23,54,0.426,24,29,0.828,16,35,51,15,4,17,31,91
55,2017-10-20,Charlotte Hornets,1,240,29,73,0.397,9,30,0.3,20,43,0.465,23,29,0.793,3,44,47,16,4,17,15,90
56,2017-10-20,New York Knicks,1,240,32,79,0.405,7,24,0.292,25,55,0.455,13,19,0.684,11,30,41,19,8,25,23,84
57,2017-10-20,Phoenix Suns,1,240,28,89,0.315,7,27,0.259,21,62,0.339,13,18,0.722,10,23,33,10,9,16,22,76
58,2017-10-21,Brooklyn Nets,2,480,91,186,0.489,21,57,0.368,70,129,0.543,54,67,0.806,26,65,91,44,20,38,42,257
59,2017-10-21,Golden State Warriors,2,480,90,171,0.526,34,70,0.486,56,101,0.554,35,41,0.854,16,74,90,63,11,35,48,249
60,2017-10-21,Portland Trail Blazers,2,480,90,185,0.486,23,43,0.535,67,142,0.472,35,45,0.778,26,82,108,41,13,25,46,238
61,2017-10-21,Orlando Magic,2,480,88,179,0.492,26,54,0.481,62,125,0.496,35,44,0.795,20,70,90,52,17,36,45,237
62,2017-10-21,Indiana Pacers,2,480,88,180,0.489,13,52,0.25,75,128,0.586,47,65,0.723,20,66,86,44,13,26,42,236
63,2017-10-21,Washington Wizards,2,480,82,172,0.477,12,39,0.308,70,133,0.526,59,73,0.808,23,66,89,46,20,25,38,235
64,2017-10-21,Toronto Raptors,1,240,39,83,0.47,13,29,0.448,26,54,0.481,26,28,0.929,13,36,49,26,10,17,19,117
65,2017-10-21,Houston Rockets,2,480,80,180,0.444,27,86,0.314,53,94,0.564,40,48,0.833,22,65,87,47,16,26,30,227
66,2017-10-21,Los Angeles Lakers,2,480,85,184,0.462,16,42,0.381,69,142,0.486,38,56,0.679,17,77,94,43,16,37,46,224
67,2017-10-21,Cleveland Cavaliers,2,480,82,164,0.5,16,48,0.333,66,116,0.569,38,42,0.905,18,76,94,44,11,34,35,218
68,2017-10-21,Miami Heat,1,240,44,101,0.436,8,30,0.267,36,71,0.507,13,17,0.765,11,33,44,27,6,13,20,109
69,2017-10-21,Los Angeles Clippers,1,240,42,107,0.393,12,33,0.364,30,74,0.405,12,13,0.923,17,42,59,23,12,14,20,108
70,2017-10-21,San Antonio Spurs,1,240,41,89,0.461,8,21,0.381,33,68,0.485,17,19,0.895,12,38,50,22,8,11,18,107
71,2017-10-21,Detroit Pistons,2,480,84,183,0.459,19,49,0.388,65,134,0.485,26,32,0.813,19,61,80,43,26,27,53,213
72,2017-10-21,New Orleans Pelicans,2,480,75,177,0.424,23,61,0.377,52,116,0.448,38,51,0.745,32,70,102,41,12,34,50,211
73,2017-10-21,Oklahoma City Thunder,1,240,39,90,0.433,11,38,0.289,28,52,0.538,16,22,0.727,13,28,41,26,14,18,22,105
74,2017-10-21,Atlanta Hawks,2,480,84,189,0.444,16,48,0.333,68,141,0.482,24,29,0.828,20,68,88,39,22,26,47,208
75,2017-10-21,Philadelphia 76ers,2,480,78,185,0.422,25,67,0.373,53,118,0.449,26,35,0.743,25,70,95,45,13,33,58,207
76,2017-10-21,Phoenix Suns,2,480,73,181,0.403,21,56,0.375,52,125,0.416,39,56,0.696,20,63,83,27,17,35,47,206
77,2017-10-21,Memphis Grizzlies,1,240,39,92,0.424,9,29,0.31,30,63,0.476,16,28,0.571,15,30,45,19,9,11,29,103
78,2017-10-21,Milwaukee Bucks,2,480,76,158,0.481,18,56,0.321,58,102,0.569,35,42,0.833,14,61,75,42,15,29,39,205
79,2017-10-21,Utah Jazz,2,480,78,158,0.494,18,46,0.391,60,112,0.536,29,33,0.879,13,61,74,51,19,34,39,203
80,2017-10-21,Boston Celtics,3,720,110,263,0.418,29,89,0.326,81,174,0.466,52,78,0.667,34,110,144,63,27,41,75,301
81,2017-10-21,Chicago Bulls,1,240,37,89,0.416,10,32,0.313,27,57,0.474,16,19,0.842,10,29,39,22,7,19,23,100
82,2017-10-21,Charlotte Hornets,2,480,66,159,0.415,20,66,0.303,46,93,0.495,47,59,0.797,15,89,104,33,9,38,33,199
83,2017-10-21,Minnesota Timberwolves,2,480,73,166,0.44,15,41,0.366,58,125,0.464,38,49,0.776,21,65,86,40,18,28,33,199
84,2017-10-21,Dallas Mavericks,2,480,69,161,0.429,28,78,0.359,41,83,0.494,33,42,0.786,16,61,77,46,13,27,32,199
85,2017-10-21,Sacramento Kings,2,480,79,175,0.451,18,46,0.391,61,129,0.473,17,23,0.739,25,74,99,39,13,31,38,193
86,2017-10-21,Denver Nuggets,1,240,36,77,0.468,13,27,0.481,23,50,0.46,11,12,0.917,7,31,38,21,4,20,18,96
87,2017-10-21,New York Knicks,1,240,32,79,0.405,7,24,0.292,25,55,0.455,13,19,0.684,11,30,41,19,8,25,23,84
88,2017-10-22,Brooklyn Nets,2,480,91,186,0.489,21,57,0.368,70,129,0.543,54,67,0.806,26,65,91,44,20,38,42,257
89,2017-10-22,Toronto Raptors,2,480,81,172,0.471,26,73,0.356,55,99,0.556,57,65,0.877,21,79,100,49,15,30,48,245
90,2017-10-22,Los Angeles Clippers,2,480,90,195,0.462,24,59,0.407,66,136,0.485,34,43,0.791,27,84,111,49,23,26,52,238
91,2017-10-22,Washington Wizards,2,480,82,172,0.477,12,39,0.308,70,133,0.526,59,73,0.808,23,66,89,46,20,25,38,235
92,2017-10-22,Orlando Magic,3,720,128,269,0.476,43,89,0.483,85,180,0.472,52,64,0.813,32,108,140,80,24,48,73,351
93,2017-10-22,Golden State Warriors,3,720,123,255,0.482,46,108,0.426,77,147,0.524,58,68,0.853,28,108,136,83,21,52,76,350
94,2017-10-22,Portland Trail Blazers,3,720,124,266,0.466,34,71,0.479,90,195,0.462,66,80,0.825,39,111,150,59,23,41,68,348
95,2017-10-22,Indiana Pacers,3,720,131,276,0.475,20,71,0.282,111,205,0.541,62,86,0.721,33,98,131,62,22,36,60,344
96,2017-10-22,Los Angeles Lakers,2,480,85,184,0.462,16,42,0.381,69,142,0.486,38,56,0.679,17,77,94,43,16,37,46,224
97,2017-10-22,Houston Rockets,3,720,119,262,0.454,38,133,0.286,81,129,0.628,58,70,0.829,30,111,141,64,28,39,54,334
98,2017-10-22,Miami Heat,2,480,89,188,0.473,22,64,0.344,67,124,0.54,21,31,0.677,17,72,89,51,12,27,39,221
99,2017-10-22,Detroit Pistons,3,720,128,274,0.467,28,79,0.354,100,195,0.513,40,47,0.851,34,89,123,64,31,39,78,324
100,2017-10-22,Memphis Grizzlies,2,480,75,169,0.444,19,56,0.339,56,113,0.496,45,65,0.692,21,64,85,39,17,25,54,214
101,2017-10-22,Milwaukee Bucks,3,720,118,238,0.496,25,74,0.338,93,164,0.567,57,72,0.792,21,89,110,64,24,43,62,318
102,2017-10-22,New Orleans Pelicans,2,480,75,177,0.424,23,61,0.377,52,116,0.448,38,51,0.745,32,70,102,41,12,34,50,211
103,2017-10-22,Atlanta Hawks,2,480,84,189,0.444,16,48,0.333,68,141,0.482,24,29,0.828,20,68,88,39,22,26,47,208
104,2017-10-22,Cleveland Cavaliers,3,720,115,250,0.46,23,73,0.315,92,177,0.52,58,69,0.841,29,109,138,59,15,50,49,311
105,2017-10-22,Boston Celtics,3,720,110,263,0.418,29,89,0.326,81,174,0.466,52,78,0.667,34,110,144,63,27,41,75,301
106,2017-10-22,Philadelphia 76ers,3,720,110,267,0.412,33,91,0.363,77,176,0.438,48,71,0.676,33,103,136,63,18,53,84,301
107,2017-10-22,Utah Jazz,3,720,116,235,0.494,27,75,0.36,89,160,0.556,40,47,0.851,20,95,115,73,30,52,60,299
108,2017-10-22,Charlotte Hornets,2,480,66,159,0.415,20,66,0.303,46,93,0.495,47,59,0.797,15,89,104,33,9,38,33,199
109,2017-10-22,Minnesota Timberwolves,2,480,73,166,0.44,15,41,0.366,58,125,0.464,38,49,0.776,21,65,86,40,18,28,33,199
110,2017-10-22,Phoenix Suns,3,720,100,252,0.397,27,80,0.338,73,172,0.424,67,94,0.713,24,95,119,46,25,54,74,294
111,2017-10-22,San Antonio Spurs,2,480,79,182,0.434,9,33,0.273,70,149,0.47,27,35,0.771,26,76,102,47,16,22,32,194
112,2017-10-22,Dallas Mavericks,3,720,100,245,0.408,41,109,0.376,59,136,0.434,49,63,0.778,24,94,118,65,19,41,51,290
113,2017-10-22,Denver Nuggets,2,480,73,162,0.451,23,57,0.404,50,105,0.476,23,32,0.719,25,71,96,46,11,36,37,192
114,2017-10-22,Oklahoma City Thunder,2,480,71,168,0.423,22,71,0.31,49,97,0.505,28,41,0.683,21,58,79,41,28,35,38,192
115,2017-10-22,New York Knicks,2,480,69,160,0.431,15,54,0.278,54,106,0.509,38,50,0.76,23,57,80,39,14,37,44,191
116,2017-10-22,Sacramento Kings,3,720,110,260,0.423,26,68,0.382,84,192,0.438,26,36,0.722,37,101,138,54,19,44,59,272
117,2017-10-22,Chicago Bulls,2,480,68,171,0.398,18,60,0.3,50,111,0.45,23,28,0.821,18,69,87,40,10,38,38,177
118,2017-10-23,Brooklyn Nets,3,720,132,273,0.484,32,84,0.381,100,189,0.529,77,101,0.762,39,103,142,71,32,56,69,373
119,2017-10-23,Toronto Raptors,2,480,81,172,0.471,26,73,0.356,55,99,0.556,57,65,0.877,21,79,100,49,15,30,48,245
120,2017-10-23,Los Angeles Clippers,2,480,90,195,0.462,24,59,0.407,66,136,0.485,34,43,0.791,27,84,111,49,23,26,52,238
121,2017-10-23,Washington Wizards,2,480,82,172,0.477,12,39,0.308,70,133,0.526,59,73,0.808,23,66,89,46,20,25,38,235
122,2017-10-23,Orlando Magic,3,720,128,269,0.476,43,89,0.483,85,180,0.472,52,64,0.813,32,108,140,80,24,48,73,351
123,2017-10-23,Golden State Warriors,3,720,123,255,0.482,46,108,0.426,77,147,0.524,58,68,0.853,28,108,136,83,21,52,76,350
124,2017-10-23,Portland Trail Blazers,3,720,124,266,0.466,34,71,0.479,90,195,0.462,66,80,0.825,39,111,150,59,23,41,68,348
125,2017-10-23,Indiana Pacers,3,720,131,276,0.475,20,71,0.282,111,205,0.541,62,86,0.721,33,98,131,62,22,36,60,344
126,2017-10-23,Los Angeles Lakers,3,720,129,274,0.471,25,69,0.362,104,205,0.507,53,76,0.697,26,106,132,70,23,54,70,336
127,2017-10-23,Houston Rockets,3,720,119,262,0.454,38,133,0.286,81,129,0.628,58,70,0.829,30,111,141,64,28,39,54,334
128,2017-10-23,Miami Heat,2,480,89,188,0.473,22,64,0.344,67,124,0.54,21,31,0.677,17,72,89,51,12,27,39,221
129,2017-10-23,New Orleans Pelicans,3,720,122,260,0.469,33,93,0.355,89,167,0.533,53,72,0.736,38,106,144,67,26,52,70,330
130,2017-10-23,Detroit Pistons,3,720,128,274,0.467,28,79,0.354,100,195,0.513,40,47,0.851,34,89,123,64,31,39,78,324
131,2017-10-23,Memphis Grizzlies,2,480,75,169,0.444,19,56,0.339,56,113,0.496,45,65,0.692,21,64,85,39,17,25,54,214
132,2017-10-23,Milwaukee Bucks,3,720,118,238,0.496,25,74,0.338,93,164,0.567,57,72,0.792,21,89,110,64,24,43,62,318
133,2017-10-23,Minnesota Timberwolves,3,720,116,252,0.46,25,66,0.379,91,186,0.489,57,72,0.792,31,100,131,65,23,45,50,314
134,2017-10-23,Atlanta Hawks,3,720,116,283,0.41,23,75,0.307,93,208,0.447,57,65,0.877,36,100,136,60,28,42,72,312
135,2017-10-23,Cleveland Cavaliers,3,720,115,250,0.46,23,73,0.315,92,177,0.52,58,69,0.841,29,109,138,59,15,50,49,311
136,2017-10-23,Oklahoma City Thunder,3,720,117,264,0.443,33,102,0.324,84,162,0.519,38,57,0.667,30,85,115,67,37,46,60,305
137,2017-10-23,Boston Celtics,3,720,110,263,0.418,29,89,0.326,81,174,0.466,52,78,0.667,34,110,144,63,27,41,75,301
138,2017-10-23,Philadelphia 76ers,3,720,110,267,0.412,33,91,0.363,77,176,0.438,48,71,0.676,33,103,136,63,18,53,84,301
139,2017-10-23,Utah Jazz,3,720,116,235,0.494,27,75,0.36,89,160,0.556,40,47,0.851,20,95,115,73,30,52,60,299
140,2017-10-23,Charlotte Hornets,2,480,66,159,0.415,20,66,0.303,46,93,0.495,47,59,0.797,15,89,104,33,9,38,33,199
141,2017-10-23,Phoenix Suns,3,720,100,252,0.397,27,80,0.338,73,172,0.424,67,94,0.713,24,95,119,46,25,54,74,294
142,2017-10-23,San Antonio Spurs,2,480,79,182,0.434,9,33,0.273,70,149,0.47,27,35,0.771,26,76,102,47,16,22,32,194
143,2017-10-23,Dallas Mavericks,3,720,100,245,0.408,41,109,0.376,59,136,0.434,49,63,0.778,24,94,118,65,19,41,51,290
144,2017-10-23,Denver Nuggets,2,480,73,162,0.451,23,57,0.404,50,105,0.476,23,32,0.719,25,71,96,46,11,36,37,192
145,2017-10-23,New York Knicks,2,480,69,160,0.431,15,54,0.278,54,106,0.509,38,50,0.76,23,57,80,39,14,37,44,191
146,2017-10-23,Sacramento Kings,3,720,110,260,0.423,26,68,0.382,84,192,0.438,26,36,0.722,37,101,138,54,19,44,59,272
147,2017-10-23,Chicago Bulls,2,480,68,171,0.398,18,60,0.3,50,111,0.45,23,28,0.821,18,69,87,40,10,38,38,177
148,2017-10-24,Brooklyn Nets,3,720,132,273,0.484,32,84,0.381,100,189,0.529,77,101,0.762,39,103,142,71,32,56,69,373
149,2017-10-24,Golden State Warriors,4,960,171,341,0.501,61,147,0.415,110,194,0.567,80,94,0.851,38,148,186,116,27,68,99,483
150,2017-10-24,Los Angeles Clippers,2,480,90,195,0.462,24,59,0.407,66,136,0.485,34,43,0.791,27,84,111,49,23,26,52,238
151,2017-10-24,Orlando Magic,3,720,128,269,0.476,43,89,0.483,85,180,0.472,52,64,0.813,32,108,140,80,24,48,73,351
152,2017-10-24,Portland Trail Blazers,3,720,124,266,0.466,34,71,0.479,90,195,0.462,66,80,0.825,39,111,150,59,23,41,68,348
153,2017-10-24,Washington Wizards,3,720,119,256,0.465,21,69,0.304,98,187,0.524,85,101,0.842,33,94,127,70,33,40,62,344
154,2017-10-24,Indiana Pacers,3,720,131,276,0.475,20,71,0.282,111,205,0.541,62,86,0.721,33,98,131,62,22,36,60,344
155,2017-10-24,Toronto Raptors,3,720,115,252,0.456,36,110,0.327,79,142,0.556,76,89,0.854,26,108,134,66,26,44,78,342
156,2017-10-24,Los Angeles Lakers,3,720,129,274,0.471,25,69,0.362,104,205,0.507,53,76,0.697,26,106,132,70,23,54,70,336
157,2017-10-24,New Orleans Pelicans,3,720,122,260,0.469,33,93,0.355,89,167,0.533,53,72,0.736,38,106,144,67,26,52,70,330
158,2017-10-24,Miami Heat,3,720,128,273,0.469,36,101,0.356,92,172,0.535,33,49,0.673,27,103,130,72,24,46,58,325
159,2017-10-24,Houston Rockets,4,960,151,339,0.445,47,171,0.275,104,168,0.619,75,93,0.806,39,141,180,89,33,55,85,424
160,2017-10-24,Milwaukee Bucks,4,960,158,323,0.489,34,100,0.34,124,223,0.556,71,88,0.807,26,126,152,88,32,56,89,421
161,2017-10-24,Minnesota Timberwolves,3,720,116,252,0.46,25,66,0.379,91,186,0.489,57,72,0.792,31,100,131,65,23,45,50,314
