,date,team_name,games,minutes,field_goals,field_goal_attempts,field_goal_percentage,three_points,three_point_attempts,three_point_percentage,two_points,two_point_attempts,two_point_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turn_overs,personal_fouls,points
1313,2017-12-2,Miami Heat,22,5305,818,1828,0.447,255,712,0.358,563,1116,0.504,314,410,0.766,180,757,937,462,166,348,463,2205
1314,2017-12-2,Dallas Mavericks,22,5305,804,1869,0.43,256,725,0.353,548,1144,0.479,324,424,0.764,182,735,917,467,154,305,443,2188
1315,2017-12-2,Memphis Grizzlies,21,5040,746,1684,0.443,190,575,0.33,556,1109,0.501,369,465,0.794,164,663,827,435,155,287,472,2051
1316,2017-12-2,Chicago Bulls,21,5065,763,1848,0.413,229,665,0.344,534,1183,0.451,258,341,0.757,200,726,926,466,147,281,400,2013
1317,2017-12-2,Sacramento Kings,22,5280,821,1860,0.441,173,456,0.379,648,1404,0.462,281,382,0.736,202,664,866,448,175,307,428,2096
1318,2017-12-3,Golden State Warriors,23,5545,1017,1985,0.512,290,723,0.401,727,1262,0.576,390,476,0.819,203,837,1040,709,203,376,480,2714
1319,2017-12-3,Houston Rockets,21,5040,816,1762,0.463,340,932,0.365,476,830,0.573,420,522,0.805,202,740,942,491,192,321,433,2392
1320,2017-12-3,Cleveland Cavaliers,23,5545,922,1920,0.48,273,736,0.371,649,1184,0.548,446,548,0.814,196,778,974,523,162,337,455,2563
1321,2017-12-3,Toronto Raptors,21,5040,868,1779,0.488,234,666,0.351,634,1113,0.57,358,461,0.777,184,690,874,490,173,289,468,2328
1322,2017-12-3,Brooklyn Nets,22,5280,864,1949,0.443,261,744,0.351,603,1205,0.5,426,583,0.731,231,765,996,496,160,335,470,2415
1323,2017-12-3,New Orleans Pelicans,23,5545,940,1961,0.479,245,685,0.358,695,1276,0.545,373,494,0.755,196,807,1003,595,172,354,462,2498
1324,2017-12-3,Indiana Pacers,23,5520,955,1997,0.478,228,575,0.397,727,1422,0.511,360,466,0.773,211,767,978,534,184,313,429,2498
1325,2017-12-3,Philadelphia 76ers,22,5280,883,1936,0.456,237,653,0.363,646,1283,0.504,384,533,0.72,267,821,1088,564,185,372,525,2387
1326,2017-12-3,Orlando Magic,23,5520,929,1987,0.468,270,701,0.385,659,1286,0.512,359,489,0.734,191,765,956,552,181,338,463,2487
1327,2017-12-3,Washington Wizards,22,5330,869,1882,0.462,210,571,0.368,659,1311,0.503,423,538,0.786,213,736,949,493,171,301,481,2371
1328,2017-12-3,Minnesota Timberwolves,23,5545,916,1949,0.47,195,529,0.369,721,1420,0.508,451,575,0.784,249,725,974,526,203,314,410,2478
1329,2017-12-3,Phoenix Suns,24,5785,957,2158,0.443,205,619,0.331,752,1539,0.489,451,602,0.749,279,840,1119,478,172,381,541,2570
1330,2017-12-3,Denver Nuggets,22,5280,870,1886,0.461,238,652,0.365,632,1234,0.512,374,511,0.732,265,723,988,508,178,345,386,2352
1331,2017-12-3,Los Angeles Lakers,22,5330,895,1952,0.459,181,575,0.315,714,1377,0.519,367,518,0.708,225,796,1021,506,180,371,489,2338
1332,2017-12-3,Charlotte Hornets,21,5065,792,1782,0.444,193,543,0.355,599,1239,0.483,438,606,0.723,212,768,980,431,122,282,400,2215
1333,2017-12-3,Detroit Pistons,22,5280,875,1895,0.462,245,642,0.382,630,1253,0.503,315,416,0.757,226,697,923,500,177,313,432,2310
1334,2017-12-3,Los Angeles Clippers,21,5065,797,1770,0.45,217,615,0.353,580,1155,0.502,390,517,0.754,232,676,908,425,171,312,445,2201
1335,2017-12-3,Boston Celtics,24,5785,899,2012,0.447,275,741,0.371,624,1271,0.491,435,565,0.77,224,856,1080,542,193,321,474,2508
1336,2017-12-3,New York Knicks,21,5040,839,1783,0.471,175,494,0.354,664,1289,0.515,342,429,0.797,227,721,948,492,146,332,434,2195
1337,2017-12-3,Atlanta Hawks,22,5280,860,1884,0.456,234,613,0.382,626,1271,0.493,318,402,0.791,201,683,884,505,200,335,449,2272
1338,2017-12-3,Milwaukee Bucks,21,5065,818,1703,0.48,187,516,0.362,631,1187,0.532,344,463,0.743,152,653,805,473,179,279,471,2167
1339,2017-12-3,Portland Trail Blazers,23,5545,868,1973,0.44,206,554,0.372,662,1419,0.467,432,530,0.815,243,841,1084,419,153,325,453,2374
1340,2017-12-3,Utah Jazz,23,5545,866,1916,0.452,269,696,0.386,597,1220,0.489,371,452,0.821,201,725,926,504,221,329,467,2372
1341,2017-12-3,Oklahoma City Thunder,21,5040,794,1803,0.44,224,650,0.345,570,1153,0.494,345,465,0.742,236,659,895,444,222,298,449,2157
1342,2017-12-3,San Antonio Spurs,22,5280,838,1841,0.455,196,541,0.362,642,1300,0.494,360,459,0.784,229,755,984,509,170,298,383,2232
1343,2017-12-3,Miami Heat,22,5305,818,1828,0.447,255,712,0.358,563,1116,0.504,314,410,0.766,180,757,937,462,166,348,463,2205
1344,2017-12-3,Dallas Mavericks,23,5545,840,1948,0.431,272,760,0.358,568,1188,0.478,344,450,0.764,197,774,971,491,158,320,463,2296
1345,2017-12-3,Memphis Grizzlies,22,5280,789,1768,0.446,203,598,0.339,586,1170,0.501,381,479,0.795,170,693,863,466,161,299,491,2162
1346,2017-12-3,Chicago Bulls,21,5065,763,1848,0.413,229,665,0.344,534,1183,0.451,258,341,0.757,200,726,926,466,147,281,400,2013
1347,2017-12-3,Sacramento Kings,23,5520,858,1937,0.443,184,480,0.383,674,1457,0.463,300,403,0.744,208,691,899,468,182,322,456,2200
1348,2017-12-4,Golden State Warriors,24,5785,1064,2069,0.514,301,753,0.4,763,1316,0.58,408,500,0.816,210,871,1081,741,207,385,494,2837
1349,2017-12-4,Houston Rockets,22,5280,861,1852,0.465,354,969,0.365,507,883,0.574,434,539,0.805,209,776,985,508,202,337,456,2510
1350,2017-12-4,Cleveland Cavaliers,23,5545,922,1920,0.48,273,736,0.371,649,1184,0.548,446,548,0.814,196,778,974,523,162,337,455,2563
1351,2017-12-4,Toronto Raptors,21,5040,868,1779,0.488,234,666,0.351,634,1113,0.57,358,461,0.777,184,690,874,490,173,289,468,2328
1352,2017-12-4,Brooklyn Nets,22,5280,864,1949,0.443,261,744,0.351,603,1205,0.5,426,583,0.731,231,765,996,496,160,335,470,2415
1353,2017-12-4,New Orleans Pelicans,23,5545,940,1961,0.479,245,685,0.358,695,1276,0.545,373,494,0.755,196,807,1003,595,172,354,462,2498
1354,2017-12-4,Indiana Pacers,23,5520,955,1997,0.478,228,575,0.397,727,1422,0.511,360,466,0.773,211,767,978,534,184,313,429,2498
1355,2017-12-4,Philadelphia 76ers,22,5280,883,1936,0.456,237,653,0.363,646,1283,0.504,384,533,0.72,267,821,1088,564,185,372,525,2387
1356,2017-12-4,Orlando Magic,24,5760,966,2069,0.467,276,729,0.379,690,1340,0.515,384,518,0.741,199,799,998,571,189,348,474,2592
1357,2017-12-4,Minnesota Timberwolves,24,5785,954,2037,0.468,203,555,0.366,751,1482,0.507,479,606,0.79,263,753,1016,548,212,321,426,2590
1358,2017-12-4,Washington Wizards,22,5330,869,1882,0.462,210,571,0.368,659,1311,0.503,423,538,0.786,213,736,949,493,171,301,481,2371
1359,2017-12-4,Phoenix Suns,24,5785,957,2158,0.443,205,619,0.331,752,1539,0.489,451,602,0.749,279,840,1119,478,172,381,541,2570
1360,2017-12-4,Denver Nuggets,22,5280,870,1886,0.461,238,652,0.365,632,1234,0.512,374,511,0.732,265,723,988,508,178,345,386,2352
1361,2017-12-4,Los Angeles Lakers,23,5570,927,2036,0.455,190,603,0.315,737,1433,0.514,389,548,0.71,236,830,1066,522,189,391,511,2433
1362,2017-12-4,Charlotte Hornets,21,5065,792,1782,0.444,193,543,0.355,599,1239,0.483,438,606,0.723,212,768,980,431,122,282,400,2215
1363,2017-12-4,Detroit Pistons,22,5280,875,1895,0.462,245,642,0.382,630,1253,0.503,315,416,0.757,226,697,923,500,177,313,432,2310
1364,2017-12-4,Los Angeles Clippers,22,5305,834,1843,0.453,232,649,0.357,602,1194,0.504,407,539,0.755,240,705,945,446,174,328,471,2307
1365,2017-12-4,Boston Celtics,24,5785,899,2012,0.447,275,741,0.371,624,1271,0.491,435,565,0.77,224,856,1080,542,193,321,474,2508
1366,2017-12-4,New York Knicks,22,5280,882,1876,0.47,180,509,0.354,702,1367,0.514,351,439,0.8,237,756,993,510,150,346,458,2295
1367,2017-12-4,Atlanta Hawks,22,5280,860,1884,0.456,234,613,0.382,626,1271,0.493,318,402,0.791,201,683,884,505,200,335,449,2272
1368,2017-12-4,Milwaukee Bucks,21,5065,818,1703,0.48,187,516,0.362,631,1187,0.532,344,463,0.743,152,653,805,473,179,279,471,2167
1369,2017-12-4,Portland Trail Blazers,23,5545,868,1973,0.44,206,554,0.372,662,1419,0.467,432,530,0.815,243,841,1084,419,153,325,453,2374
1370,2017-12-4,Utah Jazz,23,5545,866,1916,0.452,269,696,0.386,597,1220,0.489,371,452,0.821,201,725,926,504,221,329,467,2372
1371,2017-12-4,Oklahoma City Thunder,22,5280,831,1890,0.44,230,672,0.342,601,1218,0.493,355,486,0.73,251,691,942,465,230,318,468,2247
1372,2017-12-4,San Antonio Spurs,23,5520,869,1917,0.453,204,569,0.359,665,1348,0.493,377,482,0.782,237,786,1023,523,181,315,407,2319
1373,2017-12-4,Miami Heat,23,5545,851,1909,0.446,269,749,0.359,582,1160,0.502,329,427,0.77,185,780,965,479,171,359,478,2300
1374,2017-12-4,Dallas Mavericks,23,5545,840,1948,0.431,272,760,0.358,568,1188,0.478,344,450,0.764,197,774,971,491,158,320,463,2296
1375,2017-12-4,Memphis Grizzlies,22,5280,789,1768,0.446,203,598,0.339,586,1170,0.501,381,479,0.795,170,693,863,466,161,299,491,2162
1376,2017-12-4,Chicago Bulls,21,5065,763,1848,0.413,229,665,0.344,534,1183,0.451,258,341,0.757,200,726,926,466,147,281,400,2013
1377,2017-12-4,Sacramento Kings,23,5520,858,1937,0.443,184,480,0.383,674,1457,0.463,300,403,0.744,208,691,899,468,182,322,456,2200
1378,2017-12-5,Golden State Warriors,25,6025,1109,2156,0.514,317,786,0.403,792,1370,0.578,427,527,0.81,215,906,1121,777,221,401,510,2962
1379,2017-12-5,Houston Rockets,22,5280,861,1852,0.465,354,969,0.365,507,883,0.574,434,539,0.805,209,776,985,508,202,337,456,2510
1380,2017-12-5,Cleveland Cavaliers,24,5785,964,2001,0.482,286,772,0.37,678,1229,0.552,462,565,0.818,201,819,1020,545,168,344,468,2676
1381,2017-12-5,Toronto Raptors,21,5040,868,1779,0.488,234,666,0.351,634,1113,0.57,358,461,0.777,184,690,874,490,173,289,468,2328
1382,2017-12-5,Brooklyn Nets,23,5520,905,2034,0.445,276,780,0.354,629,1254,0.502,439,598,0.734,243,805,1048,525,167,357,498,2525
1383,2017-12-5,New Orleans Pelicans,24,5785,985,2052,0.48,261,724,0.36,724,1328,0.545,382,509,0.75,207,843,1050,628,183,375,488,2613
1384,2017-12-5,Indiana Pacers,24,5760,1001,2083,0.481,239,601,0.398,762,1482,0.514,372,481,0.773,218,804,1022,562,194,329,449,2613
1385,2017-12-5,Philadelphia 76ers,23,5520,922,2027,0.455,244,683,0.357,678,1344,0.504,400,549,0.729,280,855,1135,587,194,386,547,2488
1386,2017-12-5,Orlando Magic,25,6000,1002,2151,0.466,286,761,0.376,716,1390,0.515,396,532,0.744,204,834,1038,595,194,368,504,2686
1387,2017-12-5,Phoenix Suns,25,6025,1001,2249,0.445,215,641,0.335,786,1608,0.489,468,624,0.75,294,871,1165,503,182,392,555,2685
1388,2017-12-5,Minnesota Timberwolves,25,6025,989,2116,0.467,207,572,0.362,782,1544,0.506,497,625,0.795,270,780,1050,565,221,330,442,2682
1389,2017-12-5,Denver Nuggets,23,5520,908,1977,0.459,252,688,0.366,656,1289,0.509,389,534,0.728,280,757,1037,533,183,352,405,2457
1390,2017-12-5,Washington Wizards,23,5570,892,1962,0.455,214,591,0.362,678,1371,0.495,442,561,0.788,225,755,980,502,179,314,502,2440
1391,2017-12-5,Los Angeles Lakers,23,5570,927,2036,0.455,190,603,0.315,737,1433,0.514,389,548,0.71,236,830,1066,522,189,391,511,2433
1392,2017-12-5,Charlotte Hornets,22,5305,826,1866,0.443,196,560,0.35,630,1306,0.482,471,646,0.729,223,809,1032,448,135,296,418,2319
1393,2017-12-5,Los Angeles Clippers,22,5305,834,1843,0.453,232,649,0.357,602,1194,0.504,407,539,0.755,240,705,945,446,174,328,471,2307
1394,2017-12-5,Boston Celtics,25,6025,942,2090,0.451,285,763,0.374,657,1327,0.495,450,584,0.771,232,893,1125,567,198,335,494,2619
1395,2017-12-5,Detroit Pistons,23,5520,910,1980,0.46,253,669,0.378,657,1311,0.501,330,440,0.75,233,732,965,515,185,323,454,2403
1396,2017-12-5,New York Knicks,23,5520,922,1967,0.469,186,532,0.35,736,1435,0.513,362,455,0.796,252,784,1036,536,154,363,473,2392
1397,2017-12-5,Utah Jazz,24,5785,909,1992,0.456,285,730,0.39,624,1262,0.494,385,470,0.819,211,767,978,533,230,345,487,2488
1398,2017-12-5,Portland Trail Blazers,23,5545,868,1973,0.44,206,554,0.372,662,1419,0.467,432,530,0.815,243,841,1084,419,153,325,453,2374
1399,2017-12-5,Milwaukee Bucks,22,5305,853,1781,0.479,196,537,0.365,657,1244,0.528,365,487,0.749,155,678,833,490,185,288,488,2267
1400,2017-12-5,Atlanta Hawks,23,5520,890,1966,0.453,243,643,0.378,647,1323,0.489,339,429,0.79,210,712,922,523,209,353,468,2362
1401,2017-12-5,Oklahoma City Thunder,22,5280,831,1890,0.44,230,672,0.342,601,1218,0.493,355,486,0.73,251,691,942,465,230,318,468,2247
1402,2017-12-5,Dallas Mavericks,24,5785,889,2034,0.437,284,786,0.361,605,1248,0.485,356,467,0.762,202,811,1013,517,162,327,481,2418
1403,2017-12-5,San Antonio Spurs,24,5760,904,1999,0.452,218,600,0.363,686,1399,0.49,389,494,0.787,247,827,1074,553,183,331,427,2415
1404,2017-12-5,Miami Heat,23,5545,851,1909,0.446,269,749,0.359,582,1160,0.502,329,427,0.77,185,780,965,479,171,359,478,2300
1405,2017-12-5,Memphis Grizzlies,23,5520,823,1840,0.447,209,619,0.338,614,1221,0.503,402,503,0.799,176,728,904,488,167,315,513,2257
1406,2017-12-5,Sacramento Kings,23,5520,858,1937,0.443,184,480,0.383,674,1457,0.463,300,403,0.744,208,691,899,468,182,322,456,2200
1407,2017-12-5,Chicago Bulls,22,5305,797,1930,0.413,238,699,0.34,559,1231,0.454,272,359,0.758,210,759,969,487,151,292,416,2104
1408,2017-12-6,Golden State Warriors,25,6025,1109,2156,0.514,317,786,0.403,792,1370,0.578,427,527,0.81,215,906,1121,777,221,401,510,2962
1409,2017-12-6,Houston Rockets,22,5280,861,1852,0.465,354,969,0.365,507,883,0.574,434,539,0.805,209,776,985,508,202,337,456,2510
1410,2017-12-6,Cleveland Cavaliers,24,5785,964,2001,0.482,286,772,0.37,678,1229,0.552,462,565,0.818,201,819,1020,545,168,344,468,2676
1411,2017-12-6,Toronto Raptors,22,5280,912,1871,0.487,249,702,0.355,663,1169,0.567,381,487,0.782,192,724,916,520,186,304,496,2454
1412,2017-12-6,Brooklyn Nets,23,5520,905,2034,0.445,276,780,0.354,629,1254,0.502,439,598,0.734,243,805,1048,525,167,357,498,2525
1413,2017-12-6,New Orleans Pelicans,24,5785,985,2052,0.48,261,724,0.36,724,1328,0.545,382,509,0.75,207,843,1050,628,183,375,488,2613
1414,2017-12-6,Indiana Pacers,24,5760,1001,2083,0.481,239,601,0.398,762,1482,0.514,372,481,0.773,218,804,1022,562,194,329,449,2613
1415,2017-12-6,Philadelphia 76ers,23,5520,922,2027,0.455,244,683,0.357,678,1344,0.504,400,549,0.729,280,855,1135,587,194,386,547,2488
1416,2017-12-6,Phoenix Suns,26,6265,1038,2324,0.447,224,665,0.337,814,1659,0.491,498,662,0.752,294,906,1200,526,189,409,579,2798
1417,2017-12-6,Orlando Magic,25,6000,1002,2151,0.466,286,761,0.376,716,1390,0.515,396,532,0.744,204,834,1038,595,194,368,504,2686
1418,2017-12-6,Minnesota Timberwolves,25,6025,989,2116,0.467,207,572,0.362,782,1544,0.506,497,625,0.795,270,780,1050,565,221,330,442,2682
1419,2017-12-6,Denver Nuggets,23,5520,908,1977,0.459,252,688,0.366,656,1289,0.509,389,534,0.728,280,757,1037,533,183,352,405,2457
1420,2017-12-6,Washington Wizards,24,5810,934,2051,0.455,225,616,0.365,709,1435,0.494,453,575,0.788,236,788,1024,522,195,323,524,2546
1421,2017-12-6,Los Angeles Lakers,23,5570,927,2036,0.455,190,603,0.315,737,1433,0.514,389,548,0.71,236,830,1066,522,189,391,511,2433
1422,2017-12-6,Charlotte Hornets,22,5305,826,1866,0.443,196,560,0.35,630,1306,0.482,471,646,0.729,223,809,1032,448,135,296,418,2319
1423,2017-12-6,Los Angeles Clippers,22,5305,834,1843,0.453,232,649,0.357,602,1194,0.504,407,539,0.755,240,705,945,446,174,328,471,2307
1424,2017-12-6,Boston Celtics,25,6025,942,2090,0.451,285,763,0.374,657,1327,0.495,450,584,0.771,232,893,1125,567,198,335,494,2619
1425,2017-12-6,Detroit Pistons,23,5520,910,1980,0.46,253,669,0.378,657,1311,0.501,330,440,0.75,233,732,965,515,185,323,454,2403
1426,2017-12-6,New York Knicks,23,5520,922,1967,0.469,186,532,0.35,736,1435,0.513,362,455,0.796,252,784,1036,536,154,363,473,2392
1427,2017-12-6,Utah Jazz,25,6025,943,2071,0.455,296,763,0.388,647,1308,0.495,400,491,0.815,220,793,1013,551,246,361,508,2582
1428,2017-12-6,Milwaukee Bucks,22,5305,853,1781,0.479,196,537,0.365,657,1244,0.528,365,487,0.749,155,678,833,490,185,288,488,2267
1429,2017-12-6,Portland Trail Blazers,24,5785,900,2051,0.439,218,581,0.375,682,1470,0.464,448,551,0.813,250,875,1125,437,155,343,473,2466
1430,2017-12-6,Atlanta Hawks,23,5520,890,1966,0.453,243,643,0.378,647,1323,0.489,339,429,0.79,210,712,922,523,209,353,468,2362
1431,2017-12-6,Oklahoma City Thunder,23,5520,870,1971,0.441,234,690,0.339,636,1281,0.496,373,512,0.729,263,725,988,483,241,336,486,2347
1432,2017-12-6,Dallas Mavericks,24,5785,889,2034,0.437,284,786,0.361,605,1248,0.485,356,467,0.762,202,811,1013,517,162,327,481,2418
1433,2017-12-6,San Antonio Spurs,24,5760,904,1999,0.452,218,600,0.363,686,1399,0.49,389,494,0.787,247,827,1074,553,183,331,427,2415
1434,2017-12-6,Miami Heat,23,5545,851,1909,0.446,269,749,0.359,582,1160,0.502,329,427,0.77,185,780,965,479,171,359,478,2300
1435,2017-12-6,Memphis Grizzlies,23,5520,823,1840,0.447,209,619,0.338,614,1221,0.503,402,503,0.799,176,728,904,488,167,315,513,2257
1436,2017-12-6,Sacramento Kings,23,5520,858,1937,0.443,184,480,0.383,674,1457,0.463,300,403,0.744,208,691,899,468,182,322,456,2200
1437,2017-12-6,Chicago Bulls,22,5305,797,1930,0.413,238,699,0.34,559,1231,0.454,272,359,0.758,210,759,969,487,151,292,416,2104
1438,2017-12-7,Golden State Warriors,26,6265,1149,2240,0.513,328,816,0.402,821,1424,0.577,437,540,0.809,223,945,1168,803,229,416,530,3063
1439,2017-12-7,Houston Rockets,22,5280,861,1852,0.465,354,969,0.365,507,883,0.574,434,539,0.805,209,776,985,508,202,337,456,2510
1440,2017-12-7,Toronto Raptors,22,5280,912,1871,0.487,249,702,0.355,663,1169,0.567,381,487,0.782,192,724,916,520,186,304,496,2454
1441,2017-12-7,Cleveland Cavaliers,25,6025,1001,2079,0.481,300,811,0.37,701,1268,0.553,475,586,0.811,208,855,1063,573,173,359,478,2777
1442,2017-12-7,Brooklyn Nets,23,5520,905,2034,0.445,276,780,0.354,629,1254,0.502,439,598,0.734,243,805,1048,525,167,357,498,2525
1443,2017-12-7,New Orleans Pelicans,25,6025,1031,2138,0.482,273,755,0.362,758,1383,0.548,401,538,0.745,218,881,1099,656,187,386,507,2736
1444,2017-12-7,Indiana Pacers,25,6000,1040,2170,0.479,251,635,0.395,789,1535,0.514,380,491,0.774,225,836,1061,583,201,342,463,2711
1445,2017-12-7,Philadelphia 76ers,23,5520,922,2027,0.455,244,683,0.357,678,1344,0.504,400,549,0.729,280,855,1135,587,194,386,547,2488
1446,2017-12-7,Phoenix Suns,26,6265,1038,2324,0.447,224,665,0.337,814,1659,0.491,498,662,0.752,294,906,1200,526,189,409,579,2798
1447,2017-12-7,Orlando Magic,26,6265,1048,2249,0.466,292,789,0.37,756,1460,0.518,408,550,0.742,217,873,1090,612,203,384,527,2796
1448,2017-12-7,Minnesota Timberwolves,26,6265,1034,2198,0.47,214,591,0.362,820,1607,0.51,513,646,0.794,278,818,1096,594,225,345,459,2795
1449,2017-12-7,Denver Nuggets,24,5760,949,2071,0.458,268,723,0.371,681,1348,0.505,405,556,0.728,290,787,1077,555,190,361,426,2571
1450,2017-12-7,Washington Wizards,24,5810,934,2051,0.455,225,616,0.365,709,1435,0.494,453,575,0.788,236,788,1024,522,195,323,524,2546
1451,2017-12-7,Los Angeles Lakers,23,5570,927,2036,0.455,190,603,0.315,737,1433,0.514,389,548,0.71,236,830,1066,522,189,391,511,2433
1452,2017-12-7,Los Angeles Clippers,23,5545,878,1942,0.452,242,681,0.355,636,1261,0.504,416,554,0.751,257,731,988,469,180,337,488,2414
1453,2017-12-7,Charlotte Hornets,23,5545,860,1963,0.438,202,579,0.349,658,1384,0.475,484,663,0.73,237,844,1081,465,140,308,431,2406
1454,2017-12-7,Boston Celtics,26,6265,978,2177,0.449,297,797,0.373,681,1380,0.493,463,601,0.77,241,937,1178,592,206,346,509,2716
1455,2017-12-7,Detroit Pistons,24,5760,946,2067,0.458,263,699,0.376,683,1368,0.499,348,467,0.745,250,761,1011,535,190,334,474,2503
1456,2017-12-7,New York Knicks,24,5760,957,2034,0.471,195,546,0.357,762,1488,0.512,382,482,0.793,262,816,1078,558,162,379,494,2491
1457,2017-12-7,Utah Jazz,25,6025,943,2071,0.455,296,763,0.388,647,1308,0.495,400,491,0.815,220,793,1013,551,246,361,508,2582
1458,2017-12-7,Milwaukee Bucks,23,5545,892,1860,0.48,204,559,0.365,688,1301,0.529,383,513,0.747,168,706,874,512,192,300,509,2371
1459,2017-12-7,Atlanta Hawks,24,5785,930,2059,0.452,254,670,0.379,676,1389,0.487,354,449,0.788,221,750,971,548,216,370,484,2468
1460,2017-12-7,Portland Trail Blazers,24,5785,900,2051,0.439,218,581,0.375,682,1470,0.464,448,551,0.813,250,875,1125,437,155,343,473,2466
1461,2017-12-7,Oklahoma City Thunder,23,5520,870,1971,0.441,234,690,0.339,636,1281,0.496,373,512,0.729,263,725,988,483,241,336,486,2347
1462,2017-12-7,San Antonio Spurs,25,6000,950,2086,0.455,231,625,0.37,719,1461,0.492,401,508,0.789,257,851,1108,583,189,342,441,2532
1463,2017-12-7,Dallas Mavericks,25,6025,923,2120,0.435,293,814,0.36,630,1306,0.482,369,484,0.762,208,850,1058,536,169,336,493,2508
1464,2017-12-7,Miami Heat,24,5785,890,1981,0.449,287,783,0.367,603,1198,0.503,338,439,0.77,191,803,994,507,178,377,495,2405
1465,2017-12-7,Memphis Grizzlies,24,5760,852,1910,0.446,221,647,0.342,631,1263,0.5,420,525,0.8,180,751,931,502,175,330,537,2345
1466,2017-12-7,Chicago Bulls,23,5545,836,2013,0.415,248,725,0.342,588,1288,0.457,280,375,0.747,221,794,1015,505,154,308,431,2200
1467,2017-12-7,Sacramento Kings,24,5760,897,2023,0.443,194,512,0.379,703,1511,0.465,307,416,0.738,217,727,944,493,197,334,476,2295
1468,2017-12-8,Golden State Warriors,26,6265,1149,2240,0.513,328,816,0.402,821,1424,0.577,437,540,0.809,223,945,1168,803,229,416,530,3063
1469,2017-12-8,Houston Rockets,23,5520,899,1933,0.465,372,1011,0.368,527,922,0.572,452,563,0.803,217,814,1031,530,212,354,481,2622
1470,2017-12-8,Toronto Raptors,22,5280,912,1871,0.487,249,702,0.355,663,1169,0.567,381,487,0.782,192,724,916,520,186,304,496,2454
1471,2017-12-8,Cleveland Cavaliers,25,6025,1001,2079,0.481,300,811,0.37,701,1268,0.553,475,586,0.811,208,855,1063,573,173,359,478,2777
1472,2017-12-8,Brooklyn Nets,24,5760,940,2114,0.445,287,817,0.351,653,1297,0.503,458,628,0.729,250,847,1097,549,170,370,519,2625
1473,2017-12-8,New Orleans Pelicans,25,6025,1031,2138,0.482,273,755,0.362,758,1383,0.548,401,538,0.745,218,881,1099,656,187,386,507,2736
1474,2017-12-8,Indiana Pacers,25,6000,1040,2170,0.479,251,635,0.395,789,1535,0.514,380,491,0.774,225,836,1061,583,201,342,463,2711
1475,2017-12-8,Philadelphia 76ers,24,5760,961,2108,0.456,254,709,0.358,707,1399,0.505,416,570,0.73,287,892,1179,616,197,404,574,2592
1476,2017-12-8,Orlando Magic,26,6265,1048,2249,0.466,292,789,0.37,756,1460,0.518,408,550,0.742,217,873,1090,612,203,384,527,2796
1477,2017-12-8,Minnesota Timberwolves,26,6265,1034,2198,0.47,214,591,0.362,820,1607,0.51,513,646,0.794,278,818,1096,594,225,345,459,2795
1478,2017-12-8,Phoenix Suns,27,6505,1074,2402,0.447,231,688,0.336,843,1714,0.492,518,690,0.751,304,938,1242,548,194,422,600,2897
1479,2017-12-8,Denver Nuggets,24,5760,949,2071,0.458,268,723,0.371,681,1348,0.505,405,556,0.728,290,787,1077,555,190,361,426,2571
1480,2017-12-8,Washington Wizards,25,6050,975,2132,0.457,233,637,0.366,742,1495,0.496,472,600,0.787,244,818,1062,547,201,333,547,2655
1481,2017-12-8,Los Angeles Lakers,24,5810,969,2132,0.455,201,631,0.319,768,1501,0.512,401,572,0.701,251,859,1110,544,202,402,535,2540
1482,2017-12-8,Los Angeles Clippers,23,5545,878,1942,0.452,242,681,0.355,636,1261,0.504,416,554,0.751,257,731,988,469,180,337,488,2414
1483,2017-12-8,Charlotte Hornets,23,5545,860,1963,0.438,202,579,0.349,658,1384,0.475,484,663,0.73,237,844,1081,465,140,308,431,2406
1484,2017-12-8,Boston Celtics,26,6265,978,2177,0.449,297,797,0.373,681,1380,0.493,463,601,0.77,241,937,1178,592,206,346,509,2716
1485,2017-12-8,Detroit Pistons,24,5760,946,2067,0.458,263,699,0.376,683,1368,0.499,348,467,0.745,250,761,1011,535,190,334,474,2503
1486,2017-12-8,New York Knicks,24,5760,957,2034,0.471,195,546,0.357,762,1488,0.512,382,482,0.793,262,816,1078,558,162,379,494,2491
1487,2017-12-8,Utah Jazz,26,6265,977,2148,0.455,307,793,0.387,670,1355,0.494,422,518,0.815,224,821,1045,568,256,374,529,2683
1488,2017-12-8,Milwaukee Bucks,23,5545,892,1860,0.48,204,559,0.365,688,1301,0.529,383,513,0.747,168,706,874,512,192,300,509,2371
1489,2017-12-8,Atlanta Hawks,24,5785,930,2059,0.452,254,670,0.379,676,1389,0.487,354,449,0.788,221,750,971,548,216,370,484,2468
1490,2017-12-8,Portland Trail Blazers,24,5785,900,2051,0.439,218,581,0.375,682,1470,0.464,448,551,0.813,250,875,1125,437,155,343,473,2466
1491,2017-12-8,Oklahoma City Thunder,24,5760,908,2069,0.439,241,714,0.338,667,1355,0.492,385,535,0.72,280,762,1042,501,247,348,511,2442
1492,2017-12-8,San Antonio Spurs,25,6000,950,2086,0.455,231,625,0.37,719,1461,0.492,401,508,0.789,257,851,1108,583,189,342,441,2532
1493,2017-12-8,Dallas Mavericks,25,6025,923,2120,0.435,293,814,0.36,630,1306,0.482,369,484,0.762,208,850,1058,536,169,336,493,2508
